Feature,Min,Q1,Median,Q3,Max,IQR,Lower Bound,Upper Bound,Outlier Count,Outlier Percentage
URL_Depth,0,2.0,3.0,4.0,20,2.0,-1.0,7.0,357,3.5700000000000003
